NAME	Neutrophils	Monocytes	MEP	CD4+ T-cells	Tregs	CD4+ Tcm	CD4+ Tem	CD8+ Tcm	CD8+ Tem	NK cells	naive B-cells	Memory B-cells	Class-switched memory B-cells	HSC	MPP	CLP	GMP	Macrophages	CD8+ T-cells	Erythrocytes	Megakaryocytes	CMP	Macrophages M1	Macrophages M2	Endothelial cells	DC	Eosinophils	Plasma cells	Chondrocytes	Fibroblasts	Smooth muscle	Epithelial cells	Melanocytes	Skeletal muscle	Keratinocytes	mv Endothelial cells	Myocytes	Adipocytes	Neurons	Pericytes	Preadipocytes	Astrocytes	Mesangial cells
SPARCL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	55.25	1	17.82	1	119.19	105.74	1	1	1	1
SPATA13	32.85	26.83	5.62	50.5	35.77	29.59	23.36	31.65	40.7	42.32	2	3.03	1.28	6.185	13.32	2.64	14.61	20.52	54.28	2.63	1	13.05	25.62	23.09	2.94	2.82	2.67	1	4.185	4.325	3.675	2.745	14.19	1.5	1	2.87	1.87	2.88	1.65	7.035	2.26	2.855	2.325
SPATA18	1	1	1	1	1	1	1	1	1	1	1.125	1	1	1	1	1	1	1	1	1	1	1	1.74	1	2.68	1	1	1	6.46	5.645	6.03	3.67	2.945	1	3.48	3.055	2.645	1	1	7.08	4.105	6.145	3.295
SPATA20	1	7.01	15.045	6.3	4.14	4.1	3.55	5.24	7.14	7.79	7.09	11.43	7.25	7.73	13.255	4.18	7.05	23.97	3.51	1	1.29	13.73	14.74	27.345	15.18	4.44	1	12.565	31.015	36.565	22.86	21.25	20.895	7.83	24.095	26.03	22.04	12.86	2.03	29.93	25.055	153.45	46.915
SPATS2	1	1.505	22.48	2.17	1.31	1.06	1	2.21	2	2.42	2.5	3.35	3.06	24.48	18.955	10.59	12.6	5.48	1.8	6.49	15.9	5.23	5.66	6.31	16.56	11.4	1	67.175	7.87	9.765	10.21	9.555	10.345	2.07	15.595	11.695	7.835	2.52	12.35	13.35	5.785	18.64	8.33
SPATS2L	1	3.405	1	1	6.8	2.02	2.41	1.78	4.13	1	1	1	1	8.71	6.675	2.78	8.85	17.055	1	1	1.41	1.36	19.94	33.17	16.88	26.26	1	1	23.71	30.495	22.75	38.14	21.525	15.46	39.58	21.415	51.21	21.14	25.285	33.14	11.78	48.555	50.7
SPC24	1	1	7.77	1	1.44	1	1	1	1	1	1	1	1	1	1.24	1	3.17	1.035	1.39	32.02	12.67	11.23	1.57	1	13.69	1	1.36	1	7.48	6.215	5.87	9.85	12.81	1	17.395	26.65	3.35	1	1	19.38	29.015	11.41	21.84
SPC25	1	1	3.575	1	1	1	1	1	1	1	1	1	1	1	1.225	2.97	1	1	1	80.15	19.76	5.91	1.02	1	2.26	1	1	1	1.47	1	1	1.075	2.84	1	3.27	3.63	1	1	2.68	1.805	1.755	4.315	4.055
SPCS1	16.29	38.065	270.51	43.82	36.97	38	34.12	33.15	33.78	30.71	25.075	31.24	24.99	226.82	189.44	368.88	293.07	64.515	50.45	528.03	323.18	58.75	66.21	88.405	21.145	62.96	9.95	149.375	38.58	65.9	19.86	32.845	24.945	40.24	104.93	37.49	37.82	19.54	819.735	23.355	19.555	93.835	82.045
SPCS2	11.12	22.675	281.685	15.92	15.75	15.01	13.74	15.07	19.1	19.66	16.96	11.57	10.14	206.555	111.43	194.95	238.52	36.665	10.98	388.53	885.11	21.34	35.29	31.955	14.985	24.8	8.65	242.635	12.75	14.625	10.765	16.55	7.81	5.8	30.645	11.855	8.74	13.15	337.09	9.445	11.46	23.11	12.385
SPEF2	1	1	8.755	6.99	1.1	2.45	1.86	3.34	6.06	2.25	1.365	1	1	13.975	12.825	6.47	14.5	1.34	2.93	1.77	1.51	11.84	1	1.085	1	21.45	1	1	6.735	1.15	1	1.005	1.165	1	1.09	1	1	1.28	17.755	1	1.34	1	1
SPEG	1	1	1	3.63	1	1.13	1	1	1	1	1	1	1	1	1	1	1	1	4.13	1	1	1	1	1	1	1	1	1.015	7.995	8.935	5.795	3.57	1	33.83	12.14	1	4.75	1.68	1	4.95	4.165	40.96	8.01
SPHK1	1	9.645	1	1	1	1	1	1	1	1.27	1	1	1	1	1	1	1	17.7	1	1	1	1	61.33	31.105	46.775	2.35	1	1	8.55	19.245	14.095	35.61	13.475	1	76.355	81.33	10.72	3.08	1	39.9	14.655	81.49	33.065
SPI1	300.04	163.73	1	1	1	1	1	1	1	1	13.97	14.83	9.76	1	1.345	1	1	111.47	2.93	1	1	36.68	126.58	89.095	1	54.5	342.74	9.685	1	1	1	1	1	1	1	1	1	10.41	1	1	1	1	1
SPIB	1	1.04	1	1	1	1	1	1	1	1	40.365	75.47	48.94	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.775	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SPIN4	1	1.825	1.945	1	1	1	1	1.02	1.38	2.93	1.52	1	1	3.265	5.23	1	5.67	1	1	12.1	9.55	9.82	1	1	3.135	2.06	1.87	1.38	1.87	1.42	1	1.235	1.32	1	3.195	2.035	1	1	1.09	1.98	1.38	1.025	1.73
SPINK2	1	1	187.765	2.38	1	1.52	1.38	1.76	1	1	1.9	1	1	743.805	442.91	641.39	393.19	1	8.58	1	1	9.87	1	1	1	1	1	11.785	1	1	1	1	1	1	1	1	1	1	1.625	1	1	1	1
SPINK6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11.45	1	1	1	1159.715	1	1	1	1
SPINT1	4.06	3.915	7.145	1	1	1.32	1	1	1	1	2.045	2.53	1.79	3.505	4.34	1	1.36	22.38	1	1	1	1.65	26.85	55.47	1	36.13	5.91	1.145	1	1	1	92.03	4.22	1	135.42	1	1	2.59	1	1	1	7.69	49.85
SPINT2	16.8	31.975	180.635	18.01	8.33	15.01	10.85	6.8	2.99	1	28.785	25.52	17.62	227.5	183.235	130.26	147.47	59.64	28.28	46.13	91.35	5.69	6	94.64	6.605	493.24	121.33	45.335	9.395	1.91	1.345	297.98	1	1	540.515	8.77	3.445	6.41	62.735	2.38	1	6.64	191.645
SPN	1	15.22	78.375	24.07	44.48	46.38	47.5	57.35	67.69	113.77	1	1	1	24.605	50.3	18.72	51.39	48.19	30.62	35.05	21.26	106.64	28.78	76.405	1	34.96	49.19	8.16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SPNS2	1.26	1	2.095	1	1	1	1	1	1	1	1	1	1	2.375	11	1	5.53	1	1.16	1	1	8.63	1	1	18.54	1	13.49	1	1	1	1	5.14	1	1.08	1	30.745	1	4.01	5.64	1	1	1	32.27
SPNS3	1	3.125	4.11	1.4	1.88	1.31	1.58	2.85	2.17	1	1	1	1	10.505	28.49	30.65	73.37	1	2.99	1	1	14.12	1	1	1	1	333.25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.165
SPOCD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25.5	1	1	1	1	30.05	212.645	8.005	1	1	1	15.91	11.805	14.18	5.47	2.16	1	3.13	14.305	10.54	1.81	1	33.985	18.48	77.55	21.75
SPOCK1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	18.805	1	1	1	54.38	48.335	89.225	9.605	9.925	3.78	10.27	1.505	28.465	13.77	55.035	15.705	10.015	99.885	9.245
SPOCK2	3.73	1.44	1.135	139.03	197.11	177.68	160.27	122.73	148.8	57.3	37.565	34.99	21.22	4.35	2.92	1	3.18	1	158.49	1	1	2.5	1	1	1	1	7.69	2.695	1	1	1	1	1	1.12	1	1	1	1.17	53.195	1	1	1	30.275
SPOCK3	1	1	5.345	1	1	1	1	1	1	1	1	1	1	5.86	10.755	6.18	6.88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	194.99	1	1	1	1.02
SPON1	1	1	1	1.02	1	1.12	1	1	1.19	1	1	1	1	1	2.465	4.39	2.24	1	2.49	1	1	1	1	1	1	1	1	1	1.505	4.365	1	1	1	1	1	1	1	29.78	1.715	1	3.48	1	1.385
SPON2	1	1.06	1	2.02	3.24	2.39	2.13	13.3	39.41	368.6	1.18	1	1	1	1.205	4.78	14.31	2.755	4.07	5.82	1	11.98	70.66	104.425	1	9.17	2.63	1.895	8.715	94.805	97.445	4.925	9.855	1.87	1.98	1	5.97	8.15	1	241.575	102.315	124.005	25.385
SPP1	2.29	1	7.81	1	1	1	1	1	1	1	1	1	1	109.325	30.84	5.69	4.94	1598.045	1	1	1.41	1	3555.47	2412.675	1	87.28	1	1	1	1	1	1	7.04	1.74	1.005	1	2.535	25.15	4.42	1.2	1	5.955	98.955
SPPL2B	4.55	7.93	5.09	22.82	5.28	8.11	5.35	5.01	11.3	7.5	37.22	19.76	11.35	1.145	4.575	1	1.76	7.385	23.17	1	1	23.39	3.21	4.74	9.445	4.7	57.58	39.45	8.105	16.39	14.145	13.6	6.705	5.82	14.065	13.495	6.87	6.72	1.08	12.99	7.825	23.115	24.395
SPR	1	1.28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14.63	1	1	1.05	1	24.14	30.785	14.16	11.56	1	1	7.8	8.39	10.445	10.955	12.51	6.62	15.63	18.875	11.93	8.72	3.195	5.12	5.025	15.04	12.775
SPRED1	1	2.25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	29.255	1	1	1	1	24.04	25.575	6.68	19.13	1	1	13.925	12.575	17.095	7.59	17.755	1.55	10.195	5	12.685	7.57	2.18	24.635	29.135	10.46	7.22
SPRED2	1	1	1	1	1	1	1	1	1	1	1	1	1	1.905	3.725	2.97	5.06	3.74	1	4.55	1.75	1	3.37	9.655	1.525	51.33	1	3.455	4.955	5.68	3.495	4.285	2.565	1.65	9.65	2.18	4.005	4.58	2.245	11.82	7.51	4.395	7.685
SPRY1	1	1.505	5.485	1	1	1.13	1.22	1	2.17	1	4.915	1	1	19.325	16.59	16.49	23.27	1.19	12.14	1.33	13.59	1.23	1.89	1	9.585	1	1.59	1	1	6.72	4.285	3.39	2.49	15.98	2.25	19.92	7.745	53.99	2.325	13.97	4.33	8.135	9.78
SPRY4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.045	4.985	1	1	1	6.695	5.18	2.875	2.4	4.57	1.5	16.085	7.16	5.64	7.32	1	31.24	9.75	3.505	9.37
SPSB1	1	1	1	1	4.26	1.34	1.31	1	1.43	1	1	1	1	1	1	1	1	16.225	1	1	1	1	14.59	62.23	10.71	6.13	1	4.435	8.755	6.85	10.81	10.16	7.905	13.02	6.12	7.57	6.505	15.91	1	16.48	6.945	15.13	38.61
SPTA1	1	1	9.015	1	1	1	1	1	1	1	1.09	1	1	1	1.365	1	6.59	1	1	67.39	41.47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SPTB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.62	1	1	1	1	1	1	1	1	1	1	1	1	1	61.35	1	1	1.18	1	1	1	1	1	1
SPTBN1	4.82	8.38	26.365	120.92	39.85	51.02	31.08	30.16	30.25	39.91	60.965	50.44	29.33	65.515	83.045	26.74	47.57	13.445	117.35	1	17.66	42.73	3.61	3.615	202.46	1.14	49.9	15.655	107.955	80.865	140.36	138.77	72.69	38.58	49.27	151.885	129.16	218.37	52.865	139.7	114.5	61.635	141.415
SPTBN2	1	1	7.675	1	1	1	1	1	1	1	1	1	1	1	1.27	1	1	1	1	1	1	1	1	3.24	10.845	1	1	1	1	1	1	35.565	3.02	1	19.35	6.67	1.11	1.71	65.24	1	1	27.505	36.205
SPTSSA	1	8.255	20.43	1.41	1.6	1.23	1.19	1.83	1.79	2.83	1.475	1.65	1.56	10.875	7.335	11.33	20.43	7.415	1.47	42.61	93.22	6.88	6.55	9.32	8.305	7.55	1	6.335	6.165	5.705	6.175	6.82	17.07	3.04	6.785	6.44	3.465	5.23	130.96	3.625	4.66	9.785	4.525
SQLE	1	4.43	10.495	3.28	1.53	2.07	1.8	3.06	3.17	4.84	6.185	5.34	4.5	8.03	9.525	1	8.83	29.46	3.36	69.24	165.12	21.07	37.61	27.36	35.09	68.86	1	5.81	25.535	37.925	31.55	48.405	36.89	1	95.99	19.3	12.93	1.97	38.735	59.82	53.84	40.885	35.86
SQRDL	79.52	46.46	4.585	14.67	34.44	26.27	29.82	28.93	31.25	20.4	14.385	16.15	12.24	25.105	18.295	25.87	30.84	143.835	18.75	17.63	33.67	61.45	331.69	146.905	21.46	83.48	18.65	8.435	63.02	19.645	30.035	41.045	10.51	36.41	100.395	40.41	35.425	21.47	1	28.385	86.9	6.63	41.8
SRC	1	15.815	1.195	1	1	1	1	1	1	1	1	1.13	1	1	1.155	1	1	22.9	1	1	2.26	2.84	42.48	13.67	5.645	10.46	4.14	3.305	8.45	7.68	7.49	21.875	3.775	1	16.975	1.67	3.105	4.2	1	6.02	5.62	13.45	14.745
SRD5A1	1	6.675	1	1.05	1.17	1.11	1	1.09	1.61	1.92	2.195	1.63	1.57	1	1	1	1	8.385	1.34	1	1.26	1.13	8.04	8.585	3.945	9.2	2.54	1.045	5.82	4.48	6.425	13.715	2.35	1	19.615	3.8	3.36	1.1	11.745	6.545	2.47	21.01	21.775
SRD5A3	1	3.605	41.25	1.18	1	1	1	1.48	1.56	2.74	1.17	1	1	11.37	12.135	15.18	15.11	41.885	1.66	13.87	3.19	7.88	31.4	54.085	4.025	10.52	1	1.745	4.39	6.615	2.94	4.665	3.905	1.18	3.135	5.09	4.36	2.95	38.13	2.65	4.68	5.465	5.38
SREBF1	22.11	17.04	1.25	29.27	5.21	10.76	7.16	8.94	14.72	10.3	9.135	9.11	5.01	1.23	1	1	1	15.21	30.92	8.36	1.3	6.21	27.81	21.855	17.325	41.06	16.82	6.49	12.46	28.26	19.695	33.935	37.28	6.07	58.5	20.905	8.525	5.68	2.2	33.425	36.215	52.49	61.415
SREK1	31.21	83.21	35.435	118.31	24.68	34.38	19.56	14.63	41.16	28.47	65.62	27.39	38.55	78.425	31.295	41.55	76.76	35.98	121.08	49.11	69.74	66	25.27	29.445	29.895	36.96	35.54	21.4	36.785	16.77	26.71	13.405	18.695	10.84	8.39	12.535	16.095	23.56	23.045	24.73	17.805	10.575	12.385
SRGAP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.41	1	1	1.28	1	1.17	2.08	2.675	2.62	1	1	11.655	5.385	6.28	3.595	2.39	1	5.535	2.865	3.695	4.93	18.085	6.235	12.455	17.455	11.57
SRGAP3	1	2.175	2.455	1.96	1.89	1	1	1	1	1	1	1	1	3.905	3.575	1	2.61	2.3	1.32	1	1	2.95	1.04	1	1	1.82	40.04	1.59	1.765	1.145	1.815	2.04	2.365	1	6.19	1	1.315	1.69	17.84	1.425	1.255	3.69	1.2
SRGN	2447.71	2020.415	344.16	83.61	213.14	158.26	181.29	209.43	225.6	518.06	7.23	14.58	18.6	732.495	471.05	232.12	631.47	558.715	758.879999999999	161.01	708.65	3964.09	391.34	247.325	222.655	3645.29	861.99	34.925	63.78	50.77	24.415	3.005	15.605	11.12	2.145	499.17	426.875	92.6	3.9	6.23	12.095	20.945	79.215
SRI	17.43	34.175	395.025	26.93	23.08	24.01	26.9	22.79	33.69	20.97	14.36	14.53	13.04	277.3	260.26	232.69	305.87	65.05	20.83	319.84	98.12	29.25	68.49	42.675	58.515	78.15	45.36	16.115	49.51	33.82	41.5	51.945	27.5	6.48	78.355	57.035	22.525	22.71	94.75	18.02	48.69	54.99	57.52
SRL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	64.54	1	1	2.97	1	1	1	1	1.085	1
SRM	1	2.09	23.695	7.85	5.01	5.04	3.83	5.86	5.83	4.29	4.785	5.29	3.96	5.01	5.075	3.53	19.23	7.93	11.74	9.6	2.14	7.69	15.73	12.775	13.705	4.48	4.13	54.885	8.195	23.15	7.29	13.38	12.99	9.52	41.015	22.72	14.475	8.2	14.28	21.355	13.78	17.115	58.78
SRP14	46.95	94.115	1008.6	82.09	113.93	99.53	98	93.18	96.51	92.22	83.77	90.11	67.54	1280.1	929.865	2227.21	978.940000000002	144.535	121.24	1029.84	827.77	79.19	145.04	120.05	89.75	103.53	30.19	71.32	55.955	105.7	74.94	114.755	25.52	46.19	135.75	115.21	101.96	77.02	1090.75	36.965	22.795	161.53	89.47
SRP68	1.18	10.72	21.64	18.65	14.9	14.06	10.35	12.57	14.44	13.52	9.925	11.11	7.64	15.285	12.77	25.74	19.17	9.49	8.33	9.25	14.38	17.35	10.8	13.34	14.325	11.83	8.9	53.83	11.175	10.835	14.355	16.925	6.64	13.09	20.52	13.375	10.58	13.45	14.47	13.67	8.25	26.925	19.83
SRP72	4.06	44.755	204.41	40.86	33.12	35.72	32.43	32.56	37.35	34.87	36.57	35.23	30.94	256.195	191.155	249.36	295.73	36.56	48.86	187.89	129.16	56.21	44.72	40.05	54.65	25.64	6.44	57.14	57.945	34.65	37.865	45.75	30.63	12.49	73.46	41.66	40.4	19.47	131.14	68.47	45.67	39.095	44.615
SRP9	26.49	71.035	485.87	111	86.35	73.7	71.15	74.34	77.02	78.89	56.545	49.42	52.69	583.41	418.715	699.469999999999	556.8	114.14	126.42	640.36	617.27	106.72	111.31	139.995	92.1	86.2	29.13	27.075	115.125	63.355	74.96	138.17	47.85	52.63	115.47	126.155	92.935	40.22	224.34	63.25	51.995	261.545	96.685
SRPK3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9.77	1	1	6.335	1	1	1	1	1.14	1
SRPX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.105	1	1	1	1	1	1	48.655	1	1	1	2.295	60.74	65.155	7.6	45.63	8.13	63.9	57.775	38.84	93.34	6.985	17.99	96.98	53.44	11.555
SRPX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17.645	1	1	1	12.41	14.4	16.19	8.43	2.235	3.23	1.6	14.715	47.88	22.85	1	17.21	29.135	40.235	2.2
SRRM1	25.55	43.635	231.04	63.14	25.05	27.72	19.81	19.78	32.2	22.53	48.275	27.2	29.97	243.27	212.61	206.42	278.42	15.065	44.52	163.17	103.68	35.87	16.11	15.02	19.245	25.08	42.98	18.455	23.82	14.96	8.045	19.915	17.605	12.35	31.31	15.41	9.405	25.45	62.82	19.83	15.24	36.58	22.945
SRRM2	107.7	87.135	39.535	96.76	47.35	56.29	30.88	46.2	66.41	38.37	82.4	62.99	42.24	12.41	30	14.23	42.85	32.885	96	66.64	8.56	95.12	22.38	27.035	33.295	93.91	931.94	265.24	28.96	31.33	18.145	31.91	21.885	45.07	29.715	24.595	12.39	98.78	20.98	29.36	22.555	23.085	86.39
SRSF3	59.17	211.415	969.75	228.51	145.84	138.55	128.67	93.53	123.37	101.92	210.8	81.53	80.5	1115.13	898.79	1500.72	1125.13	111.325	330.51	1056.26	426.48	114.5	111.91	106.18	128.67	90.19	50.75	71.845	125.23	68.59	65.88	117.76	85.74	27.03	206.02	94.56	33.83	44.82	91.2	53.94	92.005	54.025	83.85
SRSF6	11.43	73.275	198.715	88.67	39.28	42.19	31.86	31.2	41.74	34.33	62.27	43.39	42.13	174.395	217.125	410.35	277.85	41.175	71.24	154.58	324.52	69.64	34.06	36.295	21.755	28.79	18.97	47.575	24.91	20.79	16.32	23.915	14.21	6.39	23.675	21.5	15.74	18.22	15.825	21.7	17.135	31.685	22.98
SRXN1	22.46	11.18	1	1	1.64	1.13	2.08	6.03	8.09	8.89	1	1.67	1.72	1	1.855	1	1	35.33	1	9.19	6.65	9.1	57.83	41.925	14.99	13.42	1.3	1	19.595	22.925	25.705	25.7	15.705	23.1	52.275	25.185	17.865	6.39	8.385	20.03	15.25	50.055	16.765
SS18L2	8.47	10.945	82.025	15.53	25.35	24.24	25.91	23.1	26.73	19.23	11.895	22.62	19.89	136.085	37.38	91.91	62.86	13.865	16.2	100.95	110.72	12.19	16.62	19.565	12.525	13.98	4.48	14.6	7.14	7.875	5.875	12.235	7.36	4	22.185	11.565	6.625	6.35	108.355	3.455	6.14	8.725	8.76
SSB	1.95	31.19	203.59	72.4	41.03	44.59	36	35.71	45.74	26.13	27.06	28.52	28.66	273.595	170.895	368.74	292.79	42.815	63.15	363.25	236.74	39.14	53.71	47.925	40.78	46.96	8.86	18.135	55.305	38.76	30.645	38.75	24.755	10.35	41.39	36.405	63.125	42.31	210.425	21.465	30.27	27.965	18.355
SSBP1	5.81	43.34	265.69	84.98	53.96	56.86	52.86	54.13	59.6	47.91	40.095	39.9	33.12	196.05	110.88	257.36	240.61	77.52	68.08	457.46	193.95	73.95	85.7	80.26	67.58	40.83	14.45	23.355	44.395	52.88	53.93	87.695	33.45	33.86	147.44	95.545	46.75	24.83	241.31	35.09	36.915	144.625	63.605
SSBP2	8.92	14.995	127.73	26.35	5.17	7.84	5.93	3.4	3.85	2.58	19.35	4.19	6.18	225.955	145.46	139.73	150.27	6.975	10.94	80.58	166.89	38.06	1.14	1.45	4.12	14.89	13.83	6.53	7.19	11.395	7.18	3.49	2.515	9.27	5.445	3.765	7.625	14.35	48.265	4.68	6.84	19.12	6.315
SSBP3	1.47	8.085	16.46	22.69	14.18	17.67	16.64	11.78	18.62	39.24	4.6	1.43	4.38	25.8	24.905	13.5	19.31	15.145	21.7	10.61	5.43	17.24	11.9	32.63	8.275	4.36	13	10.035	6.18	6.275	3.885	3.24	4.685	3.81	9.21	6.035	4.135	5.84	7.77	5.015	6.01	11.63	15.07
SSBP4	1.05	24.82	4.735	19.1	54.25	60	74.11	51.67	79.58	65.65	15.85	27.33	21.32	1.37	5.84	1	4.01	27.055	27.97	1	1	10.33	22.63	16.265	25.985	8.38	9.2	4.705	20.38	31.22	17.4	29.81	20.445	13.3	39.69	49.095	19.905	6.18	1.64	31.815	23.395	104.37	80.51
SSH2	225.01	46.06	45.085	40.28	17.05	18.27	9.13	18.5	25.09	37.88	43.255	29.73	17.49	68.01	45.09	72.94	63.24	12.71	42.25	9.48	13.09	26.59	7.42	18.755	16.295	27.14	209.62	6.595	5.835	7.05	3.735	5.45	6.375	38.72	7.12	12.34	3.95	11.67	3.235	4.345	6.7	4.32	8.325
SSH3	13.55	4.13	3.525	2.62	3.28	2.83	2.27	2.24	3.13	4.5	1	2.03	1	1	1.925	1	1.47	7.37	1.53	1	1	9.57	1.98	7.765	3.605	14.55	98.52	1.92	6.015	8.235	4.925	16.42	3.485	2.11	33.535	5.2	2.55	8.12	1	2.855	3.435	17.12	19.85
SSPN	1	1	1	1	1	1	1	1	1	1	1	5.28	18.72	2.2	1.07	1	1	1	1	1	1	1	1	1	1	1	1.28	11.14	4.835	4.085	5.32	1.085	1.2	9.78	1.905	1	9.525	3.91	2.99	1.945	1	9.69	5.88
SSR4	6.38	104.235	508.595	101.63	98.05	127.74	137.32	127.55	119.25	122.22	78.64	75.8	52.86	413.505	371.9	636.17	438.28	179.335	125.31	245.04	468.06	126.38	108.19	108.475	68.09	70.9	28.6	2048.33	63.12	118.165	40.665	63.37	32.405	24.7	138.245	86.075	112.085	38.17	424.47	44.52	45.345	196	126.08
SSX2IP	1	2.225	10.605	4.32	1	2.04	1.79	2.09	3.54	8.62	2.205	1.07	1.45	6.895	6.65	1	15.32	3.475	3.96	41.17	81.11	8.24	2.57	2.68	1.695	1.3	4.38	1.21	10.36	5.67	7.055	5.71	4.4	1.66	7.135	1.445	4.31	1.02	25.23	4.69	3.65	10.98	2.09
ST13	8.74	68.52	507.81	137.16	51.97	55.66	46.61	41.92	43	40.9	50.435	53.84	37.3	559.425	632.42	332.27	459.95	183.46	127.7	366.46	241.54	132.76	131.23	244.23	113.595	134.28	15.15	29.915	120.085	85.52	125.735	102.575	55.935	54.8	102.355	77.025	107.05	63.6	62.15	107.34	82.905	100.46	53.84
ST14	1.42	8.31	1	1	1	1	1	1	1	1	6.825	26.08	19.11	1	1	1	1	87.985	1	1	1	1	41.66	162.555	1	2.9	15.77	26.705	1	1	1	32.705	1	1	49.41	1	1	3.2	1	1	1	1	1.57
ST20	51.14	2.655	1.26	3.23	2.14	1.7	1.43	1.56	2.69	3.09	3.18	3.03	5.14	1.005	1	1	4.5	14.195	3.57	1	1.93	9.14	18.26	22.02	2.16	18.68	25.73	1.89	2.7	2.065	2.05	2.24	2.55	1	3.5	2.32	1.695	2.15	7.26	1.475	1.145	11.535	3.59
ST3GAL4	27.81	4.48	1	1	1.14	1.27	1.58	2.77	3.46	14.43	1	1	1	1	1	1	1	4.82	1.05	1	1	24.26	16.19	3.425	6.465	4.12	6.11	1	4.65	13.815	10.825	8.03	57.745	3.27	30.155	6.705	8.195	8.2	1	11.07	4.985	17.32	14.82
ST3GAL5	1	18.905	1.19	20.34	6.61	9.51	7.83	11.69	18.34	20.79	16.98	24.23	17.41	1.425	1.75	2.26	1.36	36.01	25.39	1	3.36	2.86	31.46	30.125	5.67	51.11	1.54	2.365	5.41	7.65	4.375	3.68	31.16	7.61	9.685	3.26	7.57	13.52	26.585	16.515	4.75	44.625	4.495
ST3GAL6	13.45	25.35	2.07	1	1	1	1	1	1	1	1	1	1	26.065	16.095	12.75	38.39	39.925	1.64	2.67	19.85	31.46	34.91	43.35	10.65	38.87	21.36	2.845	1.18	1.105	1.97	1.35	30.51	2.95	4.535	9.67	2.47	6.07	18.76	3.28	1	1	1.98
ST5	1	1	1.66	1	1	1	1	1	1	1.6	1	1	1	1.05	1.475	1.14	4.86	4.29	1	1	1	1	1.48	1	4.32	1.61	1.73	1	29.435	24.96	11.39	15.095	28.56	6.38	23.305	3.985	14.185	4.76	3.28	27.195	8.915	56.52	17.64
ST6GAL1	4.27	7.78	15.62	77.16	32.47	34.06	24.05	41.07	46.5	33.23	105	75.34	49.69	8.54	12.63	1	8.51	14.435	43.07	6.22	33.62	6.58	7.75	32.33	31.235	26.99	52.61	259.115	2.845	1	1.5	8.69	7.39	4.07	18.825	16.91	1.1	14.28	1	1.955	1	2.885	18.315
ST6GAL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.615	5.185	1	2.415	11.085
ST6GALNAC1	1	1	1	2.23	1	8.08	9.84	1	1	1	1	1	1	1	1	1	1	1	1	27.71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ST6GALNAC2	27.06	3.95	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.845	1	1	1	2.74	1.8	7.255	1	1	16.13	1	1	1	1	3.88	32.835	4.91	55.26	1	1.11	2.21	1	1	1	1	2.145
ST6GALNAC3	4.44	2.285	1	1.87	1	1	1	1	1	1	6.56	1.66	1.63	1.865	1	1	1	2.28	1	1	1	1	1	1	20.39	1	2.38	1	1	1	1	1.045	16.845	1	1	15.805	1	2.97	1.445	1	1	1	1
ST6GALNAC4	1	4.7	33.875	4.92	7.41	3.87	4.15	4.99	5.52	4.71	13.79	22.86	10.92	22.425	29.19	21.89	32.18	20.33	11.42	20.01	6.65	2.67	39.98	85.475	16.29	8.36	1	79.73	16.75	19.64	9.81	14.835	2.99	5.48	22.76	26.715	11.94	8.56	1	21.235	22.705	63.81	20.94
